citing,cited,Proximity ,index,title
KERVOLUTIONAL NEURAL NETWORKS,H15,552,339,"Yann LeCun et al. Generalization and network design strategies. Connectionism in perspective, pages 143–155, 1989."
KERVOLUTIONAL NEURAL NETWORKS,H16,552,340,"David H Hubel and Torsten N Wiesel. Receptive fields, binocular interaction and functional architecture in the cat’s visual cortex. The Journal of physiology, 160(1):106–154, 1962."
KERVOLUTIONAL NEURAL NETWORKS,H17,560,341,"David H Hubel and Torsten N Wiesel. Receptive fields and functional architecture of monkey striate cortex. The Journal of physiology, 195(1):215–243, 1968."
KERVOLUTIONAL NEURAL NETWORKS,H18,560,342,"] Yann LeCun, Bernhard Boser, John S Denker, Donnie Henderson, Richard E Howard, Wayne Hubbard, and Lawrence D Jackel. Backpropagation applied to handwritten zip code recognition. Neural computation, 1(4):541–551, 1989."
KERVOLUTIONAL NEURAL NETWORKS,H19,560,343,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton. ImageNet Classification with Deep Convolutional Neural Networks. In Conference on Neural Information Processing Systems, 2012"
KERVOLUTIONAL NEURAL NETWORKS,H20,560,344,"Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun. Deep Residual Learning for Image Recognition. In The Conference on Computer Vision and Pattern Recognition, 2016."
KERVOLUTIONAL NEURAL NETWORKS,H21,573,345,"Ian Goodfellow, Yoshua Bengio, and Aaron Courville. Deep Learning. MIT Press, 2016."
KERVOLUTIONAL NEURAL NETWORKS,H22,573,346,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton. ImageNet Classification with Deep Convolutional Neural Networks. In Conference on Neural Information Processing Systems, 2012."
KERVOLUTIONAL NEURAL NETWORKS,H23,573,347,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton. ImageNet Classification with Deep Convolutional Neural Networks. In Conference on Neural Information Processing Systems, 2012."
KERVOLUTIONAL NEURAL NETWORKS,H24,599,348,"Min Lin, Qiang Chen, and Shuicheng Yan. Network In Network. arXiv.org, Dec. 2013."
KERVOLUTIONAL NEURAL NETWORKS,H25,610,349,"] Christian Szegedy, Wei Liu, Yangqing Jia, Pierre Sermanet, Scott Reed, Dragomir Anguelov, Dumitru Erhan, Vincent Vanhoucke, and Andrew Rabinovich. Going Deeper with Convolutions. In IEEE Conference on Computer Vision and Pattern Recognition, pages 1–9. IEEE, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H26,649,350,"Karen Simonyan and Andrew Zisserman. Very Deep Convolutional Networks for Large-Scale Image Recognition. In Intelnational Conference on Learning Research, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H27,667,351,"] Gao Huang, Zhuang Liu, Laurens van der Maaten, and Kilian Q Weinberger. Densely Connected Convolutional Networks. CVPR, pages 2261–2269, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H28,686,352,"Saining Xie, Ross B Girshick, Piotr Dollár, Zhuowen Tu, and Kaiming He. Aggregated Residual Transformations for Deep Neural Networks. CVPR, pages 5987–5995, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H29,722,353,"Jie Hu, Li Shen, and Gang Sun. Squeeze-and-Excitation Networks. CVPR, 2018."
KERVOLUTIONAL NEURAL NETWORKS,H30,744,354,"Georgios Zoumpourlis, Alexandros Doumanoglou, Nicholas Vretos, and Petros Daras. Non-linear Convolution Filters for CNN-Based Learning. In IEEE International Conference on Computer Vision (ICCV), pages 4771–4779. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H31,792,355,"Chen Wang, Tete Ji, Thien-Minh Nguyen, and Lihua Xie. Correlation Flow: Robust Optical Flow using Kernel CrossCorrelators. In International Conference on Robotics and Automation (ICRA). IEEE, May 2018."
KERVOLUTIONAL NEURAL NETWORKS,H32,834,356,"Chen Wang. Kernel Learning for Visual Perception. PhD thesis, Nanyang Technological University, 2019."
KERVOLUTIONAL NEURAL NETWORKS,H33,872,357,"Chen Wang, Minh-Chung Hoang, Lihua Xie, and Junsong Yuan. Non-iterative RGB-D-inertial Odometry. arXiv.org, Oct. 2017."
KERVOLUTIONAL NEURAL NETWORKS,H34,888,358,"Alex J Smola and Bernhard Schölkopf. Learning with kernels, volume 4. Citeseer, 1998."
KERVOLUTIONAL NEURAL NETWORKS,H35,908,359,"Tong Xiao Sam Gross. fb.resnet.torch. https://github. com/facebook/fb.resnet.torch, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H36,918,360,"Karen Simonyan and Andrew Zisserman. Very Deep Convolutional Networks for Large-Scale Image Recognition. In Intelnational Conference on Learning Research, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H37,962,361,"David E Rumelhart, Geoffrey E Hinton, Ronald J Williams, et al. Learning representations by back-propagating errors. Cognitive modeling, 5(3):1, 1988."
KERVOLUTIONAL NEURAL NETWORKS,H38,994,362,"Sara Sabour, Nicholas Frosst, and Geoffrey E Hinton. Dynamic Routing Between Capsules. In Conference on Neural Information Processing Systems, Dec. 2017"
KERVOLUTIONAL NEURAL NETWORKS,H39,1018,363,"Adam Paszke, Sam Gross, Soumith Chintala, Gregory Chanan, Edward Yang, Zachary DeVito, Zeming Lin, Alban Desmaison, Luca Antiga, and Adam Lerer. Automatic differentiation in pytorch. In NIPS Workshop, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H40,1051,364,"Julien Mairal, Piotr Koniusz, Zaid Harchaoui, and Cordelia Schmid. Convolutional Kernel Networks. In Conference on Neural Information Processing Systems, 2014"
KERVOLUTIONAL NEURAL NETWORKS,H41,1060,365,"Tsung-Yu Lin, Aruni RoyChowdhury, and Subhransu Maji. Bilinear CNN models for fine-grained visual recognition. In Proceedings of the IEEE international"
KERVOLUTIONAL NEURAL NETWORKS,H42,1082,366," Min Lin, Qiang Chen, and Shuicheng Yan. Network In Network. arXiv.org, Dec. 2013."
KERVOLUTIONAL NEURAL NETWORKS,H43,1112,367,"Y Lecun, L Bottou, Y Bengio, and P Haffner. Gradient-based learning applied to document recognition. Proceedings of the IEEE, 86(11):2278–2324, 1998"
KERVOLUTIONAL NEURAL NETWORKS,H44,1131,368,"Matthias Fey, Jan Eric Lenssen, Frank Weichert, and Heinrich Müller. Splinecnn: Fast geometric deep learning with continuous b-spline kernels. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 869–877, 2018."
KERVOLUTIONAL NEURAL NETWORKS,H45,1174,369,Peter Gehler and Sebastian Nowozin. On feature combination for multiclass object classification. In 2009 IEEE 12th International Conferenc
KERVOLUTIONAL NEURAL NETWORKS,H46,1174,370,"Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, and Li Fei-Fei. Imagenet: A large-scale hierarchical image database. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 248–255. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H47,1174,371,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H48,1201,372,"Jifeng Dai, Haozhi Qi, Yuwen Xiong, Yi Li, Guodong Zhang, Han Hu, and Yichen Wei. Deformable Convolutional Networks. ICCV, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H49,1241,373,"Bernhard E Boser, Isabelle M Guyon, and Vladimir N Vapnik. A training algorithm for optimal margin classifiers. In Proceedings of the fifth annual workshop on Computational learning theory, pages 144–152. ACM, 1992"
KERVOLUTIONAL NEURAL NETWORKS,H50,1284,374,"Liefeng Bo, Xiaofeng Ren, and Dieter Fox. Kernel Descriptors for Visual Recognition. In Conference on Neural Information Processing Systems, 2010."
KERVOLUTIONAL NEURAL NETWORKS,H51,1327,375,"Mathieu Blondel, Masakazu Ishihata, Akinori Fujino, and Naonori Ueda. Polynomial Networks and Factorization Machines: New Insights and Efficient Training Algorithms. In International Conference on Machine Learning, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H52,1358,376,"J F Henriques, R Caseiro, and P Martins. High-Speed Tracking with Kernelized Correlation Filters. IEEE Transactions on Pattern Analysis and Machine Intelligence, 37(3):583–596, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H53,1574,377,"João F Henriques and Andrea Vedaldi. Warped Convolutions: Efficient Invariance to Spatial Transformations. In International Conference on Machine Learning, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H54,1738,378,"Gao Huang, Zhuang Liu, Laurens van der Maaten, and Kilian Q Weinberger. Densely Connected Convolutional Networks. CVPR, pages 2261–2269, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H55,1773,379,"Ian Goodfellow, Yoshua Bengio, and Aaron Courville. Deep Learning. MIT Press"
KERVOLUTIONAL NEURAL NETWORKS,H56,1859,380,"Yoav Goldberg and Michael Elhadad. splitsvm: fast, spaceefficient, non-heuristic, polynomial kernel computation for nlp applications. In Proceedings of the 46th Annual Meeting of the Association for Computational Linguistics on Human Language Technologies: Short Papers, pages 237–240. Association for Computational Linguistics, 2008"
KERVOLUTIONAL NEURAL NETWORKS,H57,1958,381,"David H Hubel and Torsten N Wiesel. Receptive fields, binocular interaction and functional architecture in the cat’s visual cortex. The Journal of physiology, 160(1):106–154, 1962"
KERVOLUTIONAL NEURAL NETWORKS,H58,1988,382,"Alex Krizhevsky and Geoffrey Hinton. Learning multiple layers of features from tiny images. Technical report, University of Toronto, 2009."
KERVOLUTIONAL NEURAL NETWORKS,H59,2006,383," Corinna Cortes and Vladimir Vapnik. Support-vector networks. Machine learning, 20(3):273–297, 1995."
KERVOLUTIONAL NEURAL NETWORKS,H60,2073,384,"Nadav Cohen, Or Sharir, and Amnon Shashua. Deep SimNets. In IEEE Conference on Computer Vision and Pattern Recognition, pages 4782–4791. IEEE, 2016."
KERVOLUTIONAL NEURAL NETWORKS,H61,2135,385,"Tsung-Yu Lin, Aruni RoyChowdhury, and Subhransu Maji. Bilinear CNN models for fine-grained visual recognition. In Proceedings of the IEEE international"
KERVOLUTIONAL NEURAL NETWORKS,H62,2147,386," Min Lin, Qiang Chen, and Shuicheng Yan. Network In Network. arXiv.org, Dec. 2013."
KERVOLUTIONAL NEURAL NETWORKS,H63,2163,387,"Y Lecun, L Bottou, Y Bengio, and P Haffner. Gradient-based learning applied to document recognition. Proceedings of the IEEE, 86(11):2278–2324, 1998"
KERVOLUTIONAL NEURAL NETWORKS,H64,2176,388,"Matthias Fey, Jan Eric Lenssen, Frank Weichert, and Heinrich Müller. Splinecnn: Fast geometric deep learning with continuous b-spline kernels. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 869–877, 2018."
KERVOLUTIONAL NEURAL NETWORKS,H65,2318,389,Peter Gehler and Sebastian Nowozin. On feature combination for multiclass object classification. In 2009 IEEE 12th International Conferenc
KERVOLUTIONAL NEURAL NETWORKS,H66,2361,390,"Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, and Li Fei-Fei. Imagenet: A large-scale hierarchical image database. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 248–255. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H67,2561,391,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H68,2850,392,"Jifeng Dai, Haozhi Qi, Yuwen Xiong, Yi Li, Guodong Zhang, Han Hu, and Yichen Wei. Deformable Convolutional Networks. ICCV, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H69,2870,393,"Bernhard E Boser, Isabelle M Guyon, and Vladimir N Vapnik. A training algorithm for optimal margin classifiers. In Proceedings of the fifth annual workshop on Computational learning theory, pages 144–152. ACM, 1992"
KERVOLUTIONAL NEURAL NETWORKS,H70,2872,394,"Liefeng Bo, Xiaofeng Ren, and Dieter Fox. Kernel Descriptors for Visual Recognition. In Conference on Neural Information Processing Systems, 2010."
KERVOLUTIONAL NEURAL NETWORKS,H71,2885,395,"Mathieu Blondel, Masakazu Ishihata, Akinori Fujino, and Naonori Ueda. Polynomial Networks and Factorization Machines: New Insights and Efficient Training Algorithms. In International Conference on Machine Learning, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H72,2978,396,"J F Henriques, R Caseiro, and P Martins. High-Speed Tracking with Kernelized Correlation Filters. IEEE Transactions on Pattern Analysis and Machine Intelligence, 37(3):583–596, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H73,3036,397,"João F Henriques and Andrea Vedaldi. Warped Convolutions: Efficient Invariance to Spatial Transformations. In International Conference on Machine Learning, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H74,3036,398,"Gao Huang, Zhuang Liu, Laurens van der Maaten, and Kilian Q Weinberger. Densely Connected Convolutional Networks. CVPR, pages 2261–2269, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H75,3040,399,"Ian Goodfellow, Yoshua Bengio, and Aaron Courville. Deep Learning. MIT Press"
KERVOLUTIONAL NEURAL NETWORKS,H76,3097,400,"Yoav Goldberg and Michael Elhadad. splitsvm: fast, spaceefficient, non-heuristic, polynomial kernel computation for nlp applications. In Proceedings of the 46th Annual Meeting of the Association for Computational Linguistics on Human Language Technologies: Short Papers, pages 237–240. Association for Computational Linguistics, 2008"
KERVOLUTIONAL NEURAL NETWORKS,H77,3157,401,"David H Hubel and Torsten N Wiesel. Receptive fields, binocular interaction and functional architecture in the cat’s visual cortex. The Journal of physiology, 160(1):106–154, 1962"
KERVOLUTIONAL NEURAL NETWORKS,H78,3240,402,"Chen Wang, Tete Ji, Thien-Minh Nguyen, and Lihua Xie. Correlation Flow: Robust Optical Flow using Kernel CrossCorrelators. In International Conference on Robotics and Automation (ICRA). IEEE, May 2018."
KERVOLUTIONAL NEURAL NETWORKS,H79,3273,403,"Chen Wang. Kernel Learning for Visual Perception. PhD thesis, Nanyang Technological University, 2019."
KERVOLUTIONAL NEURAL NETWORKS,H80,3349,404,"Chen Wang, Minh-Chung Hoang, Lihua Xie, and Junsong Yuan. Non-iterative RGB-D-inertial Odometry. arXiv.org, Oct. 2017."
KERVOLUTIONAL NEURAL NETWORKS,H81,3349,405,"Alex J Smola and Bernhard Schölkopf. Learning with kernels, volume 4. Citeseer, 1998."
KERVOLUTIONAL NEURAL NETWORKS,H82,3360,406,"Tong Xiao Sam Gross. fb.resnet.torch. https://github. com/facebook/fb.resnet.torch, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H83,3612,407,"Karen Simonyan and Andrew Zisserman. Very Deep Convolutional Networks for Large-Scale Image Recognition. In Intelnational Conference on Learning Research, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H84,4218,408,"David E Rumelhart, Geoffrey E Hinton, Ronald J Williams, et al. Learning representations by back-propagating errors. Cognitive modeling, 5(3):1, 1988."
KERVOLUTIONAL NEURAL NETWORKS,H85,4283,409,"Sara Sabour, Nicholas Frosst, and Geoffrey E Hinton. Dynamic Routing Between Capsules. In Conference on Neural Information Processing Systems, Dec. 2017"
KERVOLUTIONAL NEURAL NETWORKS,H86,4426,410,"Adam Paszke, Sam Gross, Soumith Chintala, Gregory Chanan, Edward Yang, Zachary DeVito, Zeming Lin, Alban Desmaison, Luca Antiga, and Adam Lerer. Automatic differentiation in pytorch. In NIPS Workshop, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H87,4474,411,"Julien Mairal, Piotr Koniusz, Zaid Harchaoui, and Cordelia Schmid. Convolutional Kernel Networks. In Conference on Neural Information Processing Systems, 2014"
KERVOLUTIONAL NEURAL NETWORKS,H88,4476,412,"Tsung-Yu Lin, Aruni RoyChowdhury, and Subhransu Maji. Bilinear CNN models for fine-grained visual recognition. In Proceedings of the IEEE international"
KERVOLUTIONAL NEURAL NETWORKS,H89,4585,413," Min Lin, Qiang Chen, and Shuicheng Yan. Network In Network. arXiv.org, Dec. 2013."
KERVOLUTIONAL NEURAL NETWORKS,H90,4515,414,"Y Lecun, L Bottou, Y Bengio, and P Haffner. Gradient-based learning applied to document recognition. Proceedings of the IEEE, 86(11):2278–2324, 1998"
KERVOLUTIONAL NEURAL NETWORKS,H91,4557,415,"Matthias Fey, Jan Eric Lenssen, Frank Weichert, and Heinrich Müller. Splinecnn: Fast geometric deep learning with continuous b-spline kernels. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 869–877, 2018."
KERVOLUTIONAL NEURAL NETWORKS,H92,4557,416,Peter Gehler and Sebastian Nowozin. On feature combination for multiclass object classification. In 2009 IEEE 12th International Conferenc
KERVOLUTIONAL NEURAL NETWORKS,H93,4557,417,"Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, and Li Fei-Fei. Imagenet: A large-scale hierarchical image database. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 248–255. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H94,4627,418,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H95,4709,419,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H96,4810,420,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H97,4810,421,Ucf web videos dataset. http://www.vision. eecs.ucf.edu/projects/rmehran/cvpr2009/ Abnormal_Crowd.html#VI._Downloads.
KERVOLUTIONAL NEURAL NETWORKS,H98,4832,422,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H99,4934,423,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H100,4934,424,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H101,4934,425,"N. T. Siebel and S. Maybank. Fusion of multiple tracking algorithms for robust people tracking. In Computer VisionECCV 2002, pages 373–387. Springer, 2002"
KERVOLUTIONAL NEURAL NETWORKS,H102,4934,426,"L. Kratz and K. Nishino. Anomaly detection in extremely crowded scenes using spatio-temporal motion pattern models. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1446–1453. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H103,523,427,"Adam Paszke, Sam Gross, Soumith Chintala, Gregory Chanan, Edward Yang, Zachary DeVito, Zeming Lin, Alban Desmaison, Luca Antiga, and Adam Lerer. Automatic differentiation in pytorch. In NIPS Workshop, 2017."
